,content,sentiment
38780,Is listening to Prima j - rockstar so dang catchyy,happiness
38781,http://bit.ly/s7hQe   Translate XMind to your language.,neutral
38782,Here's a brief preview: http://bit.ly/eHCfP   OMG James is creepy in that role! I'm scared of him,worry
38783,"Picked up a Jesse Lacey/Kevin Devine/Grace Read bootleg off the net from their acoustic tour, it's really good",happiness
38784,even when we're miles and miles apart; you're still holding all of my heart    4 days until jonas brothers 3d concert experience w/candice,sadness
38785," You too, Rus!",surprise
38786,eating breakfast and drinking coffe - strong coffe!,neutral
38787," hahaha, as cartoon mascots go, the virl.com monster has some very nice details... a good shadow + realistic tonsils.",fun
38788,Happy Mother's Day Mommies,love
38789, Sounds like you're in for a great day!  Enjoy,happiness
38790," u go Mariah,never listen to the haters  I have been a fan for so long and am so grateful for ur music. Can't wait 4 the album",love
38791,"off to westend now, enjoying the sun.",happiness
38792," I didn't get a lot of sleep myself last night. And it is a good thing, reading",worry
38793,http://twitpic.com/4wsue - yeah  well thanks *blushes*,worry
38794, HAPPY MOTHERS DAY!  Tell ur mom that's she an awesome madre &amp; such a great example to the Archuleta familia!!,surprise
38795, oh I know. and I aprreciate it  it can be my back up plan,neutral
38796,Good morning Tweeple of the sun! What you all up to?,happiness
38797,happy mothers day to all the yummy mummies on twitter,happiness
38798, Nice Mothersday! *gives you a viritual chocolate,love
38799,OK. Done with Sunday morning findings. Time to enjoy the sunny day,happiness
38800,Sitting on my sunny balcony and learning for the Dutch exam,relief
38801,"I feel rather cheery, despite being stuck indoors all day revising",worry
38802,Up at 6am on Sunday... Going to meet my mom for breakfast at the beach!,happiness
38803, I'm going to kill the person who should have went down to Manchester for me.  (only kidding; don't want the police on my door),fun
38804,? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ],surprise
38805,"  you are now famous in Houston, take a look  http://is.gd/ysAh",happiness
38806,Happy Mother's Day!,love
38807, Hmm Ok next time i see you il just get you to explain to me the whole process  haha,surprise
38808,Good Morning Everyone,happiness
38809,Loves random acts of kindness and laughter,love
38810,2 days after #all4web ...i'm still tired,sadness
38811, how sweet,neutral
38812,Enjoyed the new Star Trek movie last night.  I want to see it again!    Up and ready to work... on SUNDAY!  BLAH!,happiness
38813,happy birthday great-grandmother  ../././. bad news on a good day &gt;&lt; but ame is living,worry
38814,Feeling the effects of the party last night. Drank far too much. 2 chicken burgers and one lamb burger. I did dance a fair bit tho.,worry
38815,I will surely vote for .,love
38816,I loveeee NY! Getting breakfast then gonna go mimis I'm sooo tiredddd! missing him ODeeee! Love you,worry
38817,Senior ball was hella fun!!!  good night!!!,happiness
38818,Hey hey get tickets to ALL TIME LOW when they're in Aussie kay. www.myspace.com/destroyalllines Yup. Go there get tickets,neutral
38819,Good morning... Iï¿½m soooo tierd,neutral
38820,Happy Mother's day !!!! Show some love to your Beautiful and Amazing Mom!!  &lt;3,love
38821,"#DuckRaces in the bath don't quite work  Especially if you have no ducks! Only a polar bear,a seal &amp; a whale.",neutral
38822,"It's 5:03 in the morning.. I think it's time I went to bed. - so, goodnight everyone  http://tumblr.com/xaj1qz8v3",neutral
38823, You didn't see everyone going on about it on Facebook about 3 months ago?,surprise
38825,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,worry
38826, Nice to see you tweeting!  It's Sunday 10th May and we're celebrating Mother's Day here today. So be nice to yer Mom,happiness
38827,Just got home from another wonderful night,happiness
38828, haha i love both of them too  hmm.. lol i'm in need of some good bands too,happiness
38829,"Well, for java atleast  Im still working on my php solution",neutral
38830," No ways. If you can nab a youngster, go for it! My best friend swears by younger men - apparantly they can go for longer too!",enthusiasm
38831,just made a South-Korean email pal. Happy!,happiness
38832,Happy mother's day to all moms!,happiness
38833, http://twitpic.com/4wsk3 - too cute,love
38834, the honesty's to much...........  Sorry couldn't resist;),fun
38835, - Wtf Polyvore? what's that?  enjoy it though.,worry
38836," I Love This Song lol, You're amazing Steph , xoxo",love
38837,"Nighty night, ya'll!    Tweet Dreams!",happiness
38838, kicking it incredibly old-schoolï¿½ I whole-heartedly approved,happiness
38839," why do u feel shit? Nerves? I tripped over that plastic telescope at 6:40 am yesty, I fell into the wall my head still hurts",sadness
38840,Off the a village May Fayre now.  Bag packed ready to bring back home-made goodies.,neutral
38841, omg i had that book its soo funny,worry
38842,"I am sooooo happy! Finally, Kean Cipriano replied to my chat messages. I hope he's not fake.",love
38843,Good Morning! Looking Forward To Listening To THE PRODIGY On Radio 1 Big Weekend.  Brought Their Album Yesterday!! =P AMAIZE Tbqh. x,happiness
38844,Forgive me good lord for this time I /knew/ wat am I doing.. Except the mighty oracle just didn't *&amp;@#ing care to fully support UnixODBC.,sadness
38845, I'm going to ask Waldi. I hope he makes a new keyword for me,hate
38846,good morning  finally a day of sunshine for my summer hol!  away to watch the footie in the sun  x,happiness
38847,in Singapore! its so warm over here! Having a blast already,happiness
38848,Star Trek.. Did not disappoint!  5 star!!,relief
38849,just typing this message,neutral
38850,changed my picture on my profile in friendster,fun
38851,Fish and chips for din dins,neutral
38852,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here,happiness
38853,is wishing all of the mother's out there a very Happy Mother's Day!! Love ya!,love
38854,  It's an honour being your friend!!!! http://bit.ly/LhgZ2,love
38855," Haha! Night man, and no, but Im sure I'll meet her again in my lifetime, in fact I will...no doubt about it.",happiness
38856,is working hard or maybe thats hardly working,neutral
38857,"ok all, bedtime for this bonzo! i just got done with my math homework and my brain is done for the day. Nite nite  have a great day!",relief
38858,support  trust and honor all your moms!  support #matternal health. happy moms day:  http://bit.ly/Bpekk,happiness
38859,Just like the old days  drinkin at the old spot .,happiness
38860," why? i enjoy fancy meals on my own smtimes, thr's joy in solitude, u can REALLY enjoy the food &amp; it's lk a date with the world",happiness
38861,okay okay sleep for realz now! Goodnight!  ::waves to followers::,neutral
38862,"hmmm dollhouse sounds pretty good, http://bit.ly/z3aZv  i think ima download it and try watching it",fun
38863, tell your friends to tie you to the railing. I expect a tweet tomorrow about headaches and feeling tired,neutral
38864, boffert,worry
38865,William I have the mike and everything if that is what you mean  This is all so new to me lol,surprise
38866, needs to make plans to come back to uk! yest he made my year  love him xo,love
38867,happy momma day to myself and all my other beautiful moms out there!cant wait to get pampered tomorrow,love
38868, woohoooo ;) to BOTH! retail therapy and surprise visits  two things i love.,happiness
38869,Just woke from the longest sleep in months-so nice! Now to get some work done so i'm prepped for next wk &amp; free for K coming home tonight,neutral
38870,Listening to have heart. Aka i took over carlys last.fm      its 4am need to be up in 4 hours.  Looooong day tomorrow,worry
38871,http://twitpic.com/4wt8a - pretty damn good friday night,happiness
38872,a pink balloon for mum on her day,worry
38873, I'll be sure to,neutral
38874,Hey Stu did you see the cool 'family' picture on Jess' facebook?  Soo good to see You All,worry
38875,Today I'm lonley girl with a guitar,sadness
38876,Just got home from another amazing night,happiness
38877,last sunday before going home!,relief
38878,Gloomy day can't stop my bliss.  I hope Ronaldo will score in derby match today.,happiness
38879, Congrats Sarah!!!!! thats awsum,happiness
38880,"yay, short stack episode 20 is being recorded on tuesday",neutral
38881," I don't think it's still that one  I've had this one for about six years though, so with Moore's law taken into account...",neutral
38882,YES! getting my sky + back on wednesday  been waiting weeks for it (:,love
38883,#SanctuarySunday don't forget to post on the forums and FB about our mission success!!,neutral
38884,HAPPY MOTHER'S DAY TO ALL MOTHERS!,love
38885,ok peeps have good morning I'm going to bed    hit me up later,happiness
38886,"sandwichesss, then work",worry
38887,wow the weather is amazing today!,love
38888," Hehe, you're an expert now eh?",neutral
38889, Swine Flu victims unite  http://oinkflu.info,happiness
38890, OMG that dunk on Dampier was MASSIVE! Big ups!!! Love it...,happiness
38891,Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN,worry
38892,Hats off to a slightly unexpected yet very successful end to a grouling day!!! Night all,worry
38893,auntiegail says 'Today I am picking up the hi-vis vests for the kids they say 'Auntie Gails Childminding Service'  xxx.',love
38894, I didn't headbutt anyone! Not that I know about anyway! ;) You ok today?  Football today?,worry
38895,partying in the study room,happiness
38896,"Happy Mother's Day to all the Mom's out there, but especially to my wonderfuly Mommy",love
38898,happy maders day,love
38899, It might hav to cost u a History essay.,neutral
38901,i thought spock's vulcan sign looked a bit weird - turns out zachary quinto couldn't do it so he had his hands glued. but he's still hot,worry
38902, life is funny and ironic at the same time isn't it?,fun
38903, ACSM. it's unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,worry
38904, yeah exactly the fans overpower the haters anyday u know wat do wat u wnt i dnt even care anymore i know the truth about them,surprise
38905," thank you, your dedication as a lamb is unparalleled also, all true lambs dedication is unparalleled",love
38906,On the way to see my grandparents,happiness
38907," I just retweeted your jesus post as it made me laugh... don't worry, wasn't a subliminal code",happiness
38908,"Just taking my dad in law for a Sunday stroll down Old Leigh  a beautiful morning, say Hi to Morris LOL  http://twitpic.com/4wt8k",happiness
38909,"blogging, cleaning and chatting while listening to phoenixfm",neutral
38910,just woke up,neutral
38911,is hopeful!,surprise
38912, thanks. but it IS seriuosly my back up plan,neutral
38913,Hurray for old friends with beer and lady friends!!!!,happiness
38914,hope schools gonna be good tomorrow,happiness
38915," We travelled the world &amp; I grew up on a diet of everything you can think of! Still, my Genoese grandma made her own pasta....",love
38916," Oh I forgot to say, if u want anymore friends on xbox send me a friend request. G11Y if u want a friendly game sometime",neutral
38917, YEP  it'll be awesome to the max =] haha,happiness
38918,Digging a downloaded film with mi familia. We love iTunes,love
38919, but it all went too quick and there wasn't a chance lol,worry
38920,Yang4 - finally got it  Chinese is hard when every other kid has a Zhonguoren adult at home! We're all foreign devils here ;),worry
38921,Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.,happiness
38922,Playing logical gates games with Charles on : http://tinyurl.com/6jwjmy  Charles took less than 5 mn to make a light bulb flicker,neutral
38923, Or he's gonna chop you up into tiny bits - one of the two,sadness
38924,off to the family party,neutral
38925,directing a theatre play,neutral
38926," Yeehah, quality",enthusiasm
38927, hows u? lovely day here!,neutral
38928,"finishing off a quick magazine article for CAP, can't wait to get it done and get back to the book",fun
38929, What brings you to our fair Island today?,love
38930,  I should be doing history.....,love
38931,Me just sign up Twitter...,surprise
38932, hahahah lols you have fun with that aye  i had the div too ) the experience but i love my spongebob ) (L),happiness
38933, just for a little while.. to get an impression of how twitter-copy-topify,neutral
38934,"your the voice i hear inside my head, the reason that i'm singing, i gotta find you, i need to find you",love
38935, The one and the same! Should be a good gig,surprise
38936,"Hey, hey, happy mother's day!  http://plurk.com/p/svwii",happiness
38937, whens the sway sway winner announced?,neutral
38938," Hi, there you are! Rise and shine. Yes, I did. Pretty early for the last nights hours  But I slept like a baby though ...",love
38939,had an awesome time with  and ,enthusiasm
38940,"Just got back from AC. Why am I not freaking out of the midyr exam ? :o HAPPY MOTHER'S DAY, MUMMY",worry
38941,"Yummy, 2 tacos at Jack In the Box",happiness
38942,  thanks for following!  pretty complicated id you have there lol,happiness
38943,Great exercise for a Sunday morning: &quot;stopping the wheel of karma&quot; (R.A.W.) and transforming negativity into love... Life!,happiness
38944,"  I'm really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta",happiness
38945,Mom ur the greatest.. HMD,love
38946," btw, do you realize your profile pic makes you look much older than you say you are?",neutral
38947,"Woke up at 5am. Cleaned camera gear from last nights wedding. Should really go back to sleep, but kids awake.",worry
38948,"Up,dressed, and out the house for 11 am on a Sunday. Off to see the fishy fishys",happiness
38949, Brent Cross? wow! I live very close from there!,love
38950,Bonjour Twitterland !,neutral
38951,Happy Mothers Day!!,love
38952, lol takes some getting use to  Just replying to your email. Power keeps cutting out here :S,boredom
38953,Happy Mothers Day to Heidi Klum,neutral
38954," jï¿½ estou a ver que sim  , aqui - http://en.wikipedia.org/wiki/Mother's_day#Dates_around_the_world",neutral
38955, its slimy but its fun,fun
38956,I am currently doing a few posts on my business blog http://venturefile.com  check it out if you like it,relief
38957,Happy Mother's Day,happiness
38958,Just got home  interesting night,surprise
38959," we always miss each other, don't we?",love
38960, ok ermm I'll meet you in the gym at half four then,enthusiasm
38961, I'm sitting in the bus to dublin And listen tokio hotel-reden.And i must laugh.you know why,boredom
38962, A 25 year old zebra with wind? Lol,neutral
38963, i make them good girls go bad,neutral
38964, ...actually find something they'll like. it's easy to get a good gift with a lot of money tbh. nowhere near as personal though,relief
38965,14 dayssss ahhhh super excited   'they're telling me that my heart wont beat again'   JLS were awesome yesterday (:,love
38966,HAPPY MOTHERS DAY MOMMY!!!!,relief
38967,has just watched antcam7 ahh love it,love
38968,Good morning to the world. Hope everyone is ok,happiness
38969, That it does  just wish more people would notice it,neutral
38970, Really? Hooray! Can't wait!,worry
38971,"G*morning! Rain, rain and more rain.. ! But I don't care so much",worry
38972,Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!,happiness
38973, I told you I'd be back  Just won't be updating as much before my exams. Looking forward to a day or two in your house ;),worry
38974, oh.. tnx for following cass.,neutral
38975, Bit of sunshine out there and it perks us all up  Especially when you have a mountain of towels to wash and get dry!,neutral
38976,oh thats hard-going. I'm writing a book at the moment so am motivating myself to press on with that.,worry
38977," haha, that was new  the fact that he couldn't do it should have cost his part. What kind of Spock is that!",fun
38978," you, my friend, are a true fan",love
38979,Happy Mother's Day to all your wonderful moms!,love
38980, I don't think I can bear such cuteness this early in the day! Kudos to Fair Empress,happiness
38981,http://ping.fm/2UrGP (MPAA shows how to videorecord a TV)    via ,neutral
38982, whaaaat?! New section to La Cantera?? That has #UrbanOutfitters?! OH MAN I'm stoked to get back to Texas,surprise
38983, Soetimes I envy those who have spent their whole lives in one place and have deep roots... the grass on the other side syndrome!,worry
38984,http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,relief
38985,is waiting for the final of shipwrecked to start. goodtimes.  &lt;3,love
38986,has just discovered a great site!,happiness
38987, http://tinyurl.com/64ozr7 :: from Ate Kaila Ocampo  of the.rainbowholic.me&amp;&amp;eerie-silence.net,neutral
38988,test test from the LG enV2,neutral
38989,Sippin on the goose &amp; bull all night has got me twisted lol...on my way home from Club Wet. Interesting night,worry
38990,All the money in the world could never make me as happy as being a stay-at-home mom with my son,love
38991,Is sat in her PJs drinking tea and watching the Politics Show. Lovely,love
38992,reconnecting with amadeus and friends,neutral
38993, you ll soon be back  just replace topify email in twitter settings and that s all,neutral
38994,it's nice to see my #euruko pictures (http://twurl.cc/xd1) on the big screen during a conference break,happiness
38995,"I'm eating and chatting on my computer.. Really bored! -_- I think I'm going to have some tea, HAHA.  Listning to 80's music! WOOHO &lt;3",happiness
38996," Yeah, I was always embedded staff.  I recognize your name from emails.",neutral
38997, haha so the whole worlds there then lol,happiness
38998,just made 3 videos,neutral
38999,"home from STING..crunk (of course)..long ass day N nite..also, visited my boy Rob V..all is good..happy mother's day!!..word to yo mutha",surprise
39000, ) I can relate to the frustration.I ruined my wp blog many times during updates.They warn you a few times.&quot;back the ^$!@# up&quot;,hate
39001, ok point taken.  I'll tell my team to stop our cynical championing of standards. Active-X is far better anyway,sadness
39002,"On the home stretch now, by Friday night I'll be piss drunk and finished my exams!",happiness
39003,unfortunately people at work let me down so I am now having a bad morning! it's official... but revenge is a dish best served cold,sadness
39004," ali, just like you do!!!   have such a wonderful sunday!",love
39005, ur funny  gnight,fun
39006,Has got to go to work with a slight hangover gd nite thou,worry
39007," Hmm, tasty!  Going to have curry rice with peas probably. ;)",happiness
39008,"alright, rawknroll.net live on radio23.org - next 2 hours of vivid spring to summer music  rawk on and enjoy!",happiness
39009," it's like triple what i've got, so it's a lot to me as well. Well done",love
39010, That's me set up for an exciting Sunday lol,worry
39011," aw thank you sam phil, i love you",love
39012," yï¿½n tï¿½m, sang n?m s? th?y ti?t m?c Tr?n tinh twitter tr? l?i Lï¿½ Thï¿½ng , Th?ch Sanh nh? lï¿½m quiz mï¿½ c??i ???c cï¿½ng chï¿½a",neutral
39013," Yes, I liked it very very much  It wasn't even cheesy!",love
39014," Would applaud self-validation for all sorts of good theological, psychological &amp; sociological reasons. But agree - lighten up!",fun
39015," I agree - they will start - and I forgot, all that news is HT ",neutral
39016,Just found out I'll be a Food Engineer in a future life. Cool. *iPhone app called Afterlife,happiness
39017,going shopping with my mammyy.... my makeup and face are being generally quite nice to me today,happiness
39018, hmmm no but I am member of knitterati.com.au what is ravelry offer?,neutral
39019," episode 17 season 1, i love chuck bass.  who's going to the short stack filming next sat? Im making a flag. ;D",fun
39020,likes heavenly blushhhh,happiness
39021, Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz,happiness
39022," oh, that is very nice!! I will do something nice next week ~ going to Madrid next weekend for few days",happiness
39023,Just downloaded parnoid,worry
39024, thankyou,happiness
39025, Morning Paul  How are you?,neutral
39026, i knooow  its the pizza girl episode xD &lt;3,love
39027,got one because of my babygirl,neutral
39028, I think Chrony meant an ape called TR Rajendran. Not Russell Peters.,neutral
39029,Almost ready to leave the house to head to WTHR!,happiness
39030,Off to go B&amp;Q for new outdoor furniture,surprise
39031," but its pretty at least, I think I need to catch some sleep soon though",neutral
39032,"Good morning, to all the mommies happy mothers day.  Now I am off the pull the cats tail.  I know she likes it",happiness
39033, I listen it right now - so much fun!!!  No I just have to get it somehow,happiness
39034,Just came home from my sister where I spent the night,sadness
39035,summer clothes panic over..I see rain clouds !!  still going swimming though..I'm feeling in a holiday mood,fun
39036, haha wats this about?,neutral
39037, hahaha totally  yaayy i don't feel so alone on twitter,fun
39039," called about it, no answer shall try again tomorrow",worry
39040, actually i would prefer you not check me out .....,worry
39041,revision...what fun...still I have thursday to do basically nothing,neutral
39042, You're welcome!,happiness
39043, why do you think so?,worry
39044, http://twitpic.com/4vuuy - That's so cool.,love
39045," a midwest girl, lol....so close and yet so far",relief
39046,"Here's a link to Gregg's performace, its amazing  http://bit.ly/GsWrk",neutral
39047,my miss doesn't read my tweets so she wouldn't know that the emo guy won #dsds,relief
39048," well, as i mother &amp; grandma i am a bit in a kidding mode",relief
39049,"I wonder what you're doing, imagining where you are, there's oceans in between us, but that's not very far.  http://plurk.com/p/svxe1",worry
39050,Made it home..Night my twitties,relief
39051,finally home  crazy party 2nite! thanks  4 driving me home!,happiness
39052, I like the sound of a love breeze...sounds beautiful! Love the wind on my face,love
39053, Bradiee  may I ask why your picture is a cat?? haha ily xx,surprise
39054, You're welcome...,relief
39055," lol thanks, I really needed a reminder that I'm an old hag mom lol",neutral
39056,is very shocked and feeling sick... but happy all the same,happiness
39057,Watching John Edward Cross Country,neutral
39058,"happy birthday to my little sister gee! in celebration, have an article",worry
39059,"Hope all the Mum's out there had a Mother's Day with love, close family &amp; friends.",love
39060,Happy Mother's Day !  I feel blessed on this day to have wonderful son who is also my best friend,love
39061, I just do English with them. Half my conversation is in English anyway - fii mushkila ma'a al modem wa al router,neutral
39062,like why the fuck am i still up...maybe because im drunk as hell and had a great time tonight..shit was crazy,happiness
39063,"AmmoxXx great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",relief
39064, just got home lng.,neutral
39065,I wish  I could choose what bands played trash on june 20th...hmmm!!!,happiness
39066,Happy Mother's Day to all the American mamas!,surprise
39067,Time to play the drums,neutral
39068," hi hun!!  i really loved your tutorial yday!  soooo much, it was one of the best tutorials i had watched in a long time!  xx",love
39069,just got home and my kitty was by my door waiting for me,love
39070, by the way...i got D.T,neutral
39071,meet the robbinsons! best movie ever,surprise
39072,"just installed Windows 7 RC, so far no mushroom cloud yet.",relief
39073, haha im always turned off by coontails...so it kinda kills me XD i like the spikes though,surprise
39074,My Rishloves make me smile:  ...,happiness
39075, :  i know i*m late but i didn't had internet. so happy bithday to you and pierre!,love
39076, I love it,love
39077,On the bus.. Yay six flags,neutral
39078, Absolutely love your hair and outfit in tonight's ep,surprise
39079," Hahahah, I will be using that saying from now on!",worry
39080," great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",love
39081,off to liverpool now!,neutral
39082,sport-day with charlotte,neutral
39083, Doing very well thank you very much - spending a lot of time behind the PC but with a focus and determination,happiness
39084,  SORRY! I couldn't help it. 'Twas to try and get if on the trending topics.,sadness
39085, ok  i kinda thought so... i mean those 2? ... it would be funny though.,fun
39086,Hoedown throwdown- all I can say is... I'm getting there!,happiness
39087,Sleeeping ; just had to say Happy Momdukes Day,love
39088,had an amazing time dancing to DJ Dan at Ruby Skye tonight. And I'm still looking for that roommate in SF if you know anybody!,surprise
39089, Congrats to Howie! I hope you bring little James to germany soon  Wish you all the best for your family!,love
39090," I haven't canceled my account yet and I haven't logged in since november I think, maybe I Should  My main was a rogue, lvl73",neutral
39091," is my son - he gets my vote today coz he has grown into a loving, caring 'soul-full' man - who loves his mum",neutral
39092, on another note I totally love this pic of you and your dad....old pic -  http://bit.ly/18aEG8,love
39093,sleep all day then back at work for another 12 hours of psych nursing,neutral
39094, Game 3 today. Oh YA.,fun
39095, I am pretty sure that's the sort if tweeting that will lose followers. But stuff it- it was well worth it,surprise
39096,Awake. And my head hurts. Which probably means last night was a good one,surprise
39097,Loads of little jobs to do today.  Going to be playing walking themed music today from BrickMan,neutral
39098,Good morning! Driving to work,happiness
39099,http://twitpic.com/4wtii - new hair going to greeattt use!,enthusiasm
39100,Getting the JBA out,neutral
39101,"It's like I'm living in a Dream Land. I (always) get what I want. God, thank you for everything. I'm so grateful for this lovely life",love
39102, mmmm... looks so yummy! good seeing u,fun
39103,YES! I DONE IT! at last.  my homework is ready dx and i can go waaalkiiing because the sun is shining ^^ oh yeah.,relief
39104," Yes, you should write an article.",neutral
39105, yeah talking to you was too boring,boredom
39106,Happy Mother's Day !,relief
39107, nope.. sliverlight is client a side tech,neutral
39108,Good morning everybody !!,happiness
39109, Chica! Two more days!  I want the US Elle too.,happiness
39110," lmao, im only joking mate",happiness
39111, FINALY MY CHANCE HAS CAME. . TO KILL YOU MWAHAHA! ha. not cool. .  ha  xx,love
39112,watching the simpsons,neutral
39113,"Thanks all for coming out tonight, hope ya had fun!",fun
39114,Oh. Now it doesn't need updating all of a sudden. Ok. Will get dressed anyway,worry
39115,"Oh, I've just watched the third episode of JONAS, it's awesome.",happiness
39116, I don't see why not,neutral
39117," ... Waited for the band before the Singapore show, met Chris M and got tickets... Nothing you don't know!",neutral
39118," hee hee - btw thanks for your LinkedIn tips - i've still to use them, but thanks in advance",neutral
39119, http://twitpic.com/3ernb - Loving The Jumper,love
39120,Really good night,neutral
39121, i dont really know..i saw it on the gadget show about something thatmakes messages easier to find or something thank you,relief
39122,Off to have a sumptuous Mexican meal!,happiness
39123, good to know you had fun,happiness
39124,When spelling is important.  http://bit.ly/jdk0Z,neutral
39125, I hope you feel better soon,worry
39126, Awake. Suprisingly. Couldn't get to sleep last night so gave up and pulled an all-nighter.  How are you?,surprise
39127, oh sweet! I'll definitely check it out when I get the chance...,sadness
39128,is having carbonara for dinner made by my mum mom,neutral
39129,"just as i finish checking all my emails, i get 5 more. because like 5 more people are following me on twitter. hi people following me!",worry
39130, Ooh really?!! Well you know you're always welcome!!,surprise
39131,happy mothers day,neutral
39132,"HAPPY B-DAY TO LINA  haha, your birthdaypresent to me would be to comment on the new video ;) http://bit.ly/17Cy61",love
39133, I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect,love
39134,"derby day! woooo, come on UNITED!",fun
39135,Completely EXCELLENT Dave Matthews concert! Jason Mraz opened &amp; I heard &quot;stay or leave&quot; &amp; &quot;crush&quot; for the first time live,fun
39136,happy mother's day to all your mom's,neutral
39137,Cleaning up from yesterdays wild party,worry
39138," okay cool  we can have like, a camool zoo",neutral
39139,if you hit a car .. u should leave a note http://bit.ly/P274B  but yea put whatever u want on the note,sadness
39140, Thanks ! even though I'm just 'mother' of our cat,neutral
39141,"Methinks it's time to read A Doll's House + Streetcar and get some quotes, and then PHYSICS!",surprise
39142,early morning golf on a sunny day,happiness
39143, awww I love me some charlies  we are enjoying some lucky food LOL,happiness
39144,mozart's requiem!,fun
39145, come to kyoto  weather is great here,fun
39146,couldn't resist ? http://blip.fm/~5z7v3,happiness
39147," : Yes, that's what I was implying. Was a bit too subtle, as usual, I suppose.",neutral
39148,LOVED Britain's got talent last night!  Shaun and Greg were both amazing!  Were they HOT too..can't say I noticed?!!,love
39149, you live in AJ me too,neutral
39150,Happy Mothers Day!!!!,happiness
39151,"HALLELUJAH! I've finally finished my Careers assignment! The feeling of finishing a task is great, you have no idea. Or maybe you do. lol",relief
39152,"&quot;Viewers of my LinkedIn profiel also viewed Barack Obama, Francisco van Jole and Erwin Blom.&quot; I'm in good company.",happiness
39153,"Just FYI, there is also turkish star wars rip off  here http://bit.ly/AeSnk",neutral
39154,"Rove Live in 3 mins, kinda excited.",sadness
39155,I can Rome without Ceasar,fun
39156," hahaha, it's *massive* compared to the others!! you're so sweet Scenie",happiness
39157,Happy Mother's day VALK!!,love
39158," (But they're the awesome quotes, not the corney ones!  )P",neutral
39159, Thank you! Tadi jam 12.30pm,love
39160, ask them what they have done with their lives. be annoying human beings? tell your mama happy mother's day!,love
39161,Good mornin' everyone . Beautiful sunday for all the beautiful moms of ours. Had my breakfast with the lady ....   Lets move on .,love
39162,I guess she's not the type of songwriter who dreams the great ones.,worry
39163," yes DON'T FORGET the koala pics   I'm pubquizzing tonight in the 11e if you're back in time. Sinon, mardi?",neutral
39164,With Aubrey at pearl!!!,love
39165, happy bday!,enthusiasm
39166," I'm ok I guess. talking to - biiip - right now, or..on sms. haha well, how are you?",happiness
39167,LA bound!!,love
39168,So grateful for my amazing family. How blessed am I. Happy Mothers day everyone,love
39169, Thanks!! It was a bit out of my comfort zone but it was fun,fun
39170,"Just funny sitting here with external keyboard, mouse, and macbook on bed  just looks strange but it's comfortable",fun
39171, HAHAHAHA...yeah you mess up that crossing and kneeling bit you will get called out...JOKING,happiness
39172, I like that  Tehe x,neutral
39173, somehow I am going to have to figure out how to come to Sydney one day,happiness
39174,Happy Mothers Day. Havent got mom a present yet? Print off an Amazon Gift Card for her!  http://snipurl.com/hq0n1,love
39175,Today is FREE day of speaking.. I am at the office handling some business issues,neutral
39176, at Le mont's door ..it's closed maybe they are too rich  passed pairung as well,surprise
39177, my screen is covered with BLUR ...  how's ya day been kiddo ?,sadness
39178," Same here, having a nice, quiet Sunday",happiness
39179, - I will see if there's a used organ shop there &amp; let you know. But why not just sign up to ejamming.com and rock out!,worry
39180," you're welcome, on the road today so will save those games til next week... Cant wait",neutral
39181, i hope he does ; join  and you'll find one,neutral
39182,shower time,sadness
39183, the hotel should be thankful,neutral
39184,"Had a great night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!",happiness
39185, Ahahaha... thanks bro. Will do. I might take the day off tomorrow,fun
39186,"ahh, juz got a new Rapidshare account that lasts till Oct 09. 10gb download limit daily",happiness
39187, OT! OT! OT!,neutral
39188,"is mixing Techno, Progressive and Tance with Ableton Live for Ben Vapid's birthday  #Ableton",neutral
39189, does clapping bring them back to life?,neutral
39190, thank you,relief
39191,"Enjoying a great buffet brunch at Friends &amp; Bachus on St. Marks Road. The food, service &amp; ambience get a 4.0/5.0 Definitely coming back",happiness
39192,http://twitpic.com/4wtom - This day is soo stressful! Geee.. Lunch was a blast tho! How are you guys??,hate
39193,yeah .... just bought tickets for Pearl Jam in August,happiness
39194," goodmornin  as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho xD",surprise
39195, yes indeed                                                                                               here I am again,neutral
39196,"To all moms out there, Happy mothers day!!",neutral
39197, Goooood Morning Melody! Wishing you a Wonderful Mother's Day with your family!,love
